symbol_id,time_exchange,time_coinapi,ask_price,ask_size,bid_price,bid_size
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-02T16:26:43.3841475Z,2018-11-02T16:26:43.5615774Z,0.008,5.3,0.006,6.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-02T17:17:52.6704455Z,2018-11-02T17:18:19.5160136Z,0.0075,5.3,0.006,6.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-02T18:06:56.8680024Z,2018-11-02T18:06:56.9352906Z,0.0075,5.3,0.006,6.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-02T21:12:43.4275903Z,2018-11-02T21:13:12.9448833Z,0.0075,5.3,0.006,6.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-02T22:03:20.4171742Z,2018-11-02T22:03:50.7695941Z,0.008,5.3,0.0065,0.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T01:42:04.8237324Z,2018-11-03T01:42:06.6658697Z,0.0075,5.3,0.0065,0.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T03:31:02.4832901Z,2018-11-03T03:31:34.0712347Z,0.008,6.0,0.0065,0.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T04:35:58.0140386Z,2018-11-03T04:36:27.3894577Z,0.009,7.0,0.0065,0.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T05:01:46.5777704Z,2018-11-03T05:01:46.6540328Z,0.009,7.0,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T07:19:11.0752664Z,2018-11-03T07:19:12.1414597Z,0.009,10.0,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T08:01:17.6066330Z,2018-11-03T08:01:18.4770282Z,0.009,16.3,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T09:06:58.5173077Z,2018-11-03T09:07:30.9491208Z,0.009,13.3,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T10:04:51.0111266Z,2018-11-03T10:04:52.2970348Z,0.009,7.0,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T13:19:55.5934538Z,2018-11-03T13:20:21.2527214Z,0.009,7.0,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T15:23:48.8699558Z,2018-11-03T15:24:18.8522607Z,0.009,10.0,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T17:01:32.8563697Z,2018-11-03T17:01:33.8747339Z,0.008,5.3,0.0065,11.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T18:06:47.2593204Z,2018-11-03T18:07:18.5761356Z,0.008,5.3,0.0065,11.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-03T20:23:00.8857408Z,2018-11-03T20:23:32.0920855Z,0.008,8.3,0.0065,11.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T00:10:43.5718090Z,2018-11-04T00:11:13.7479445Z,0.011,8.9,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T01:28:34.3418751Z,2018-11-04T01:29:06.9509303Z,0.011,5.4,0.007,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T04:51:26.3982848Z,2018-11-04T04:51:56.2804204Z,0.011,5.6,0.007,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T05:44:48.7377963Z,2018-11-04T05:45:20.0905577Z,0.011,5.5,0.007,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T06:03:39.3121921Z,2018-11-04T06:03:39.9334140Z,0.011,5.6,0.007,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T07:30:16.8954693Z,2018-11-04T07:30:48.5699466Z,0.0115,0.5,0.0065,2.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T09:16:05.1769797Z,2018-11-04T09:16:06.2603702Z,0.0105,5.6,0.0065,6.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T11:26:59.3384953Z,2018-11-04T11:27:30.2056149Z,0.0105,12.6,0.0065,6.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T13:02:45.8972700Z,2018-11-04T13:03:17.4494384Z,0.0105,9.6,0.0065,6.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T14:00:45.6421834Z,2018-11-04T14:00:49.9969473Z,0.01,3.1,0.0065,6.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T15:09:00.4842645Z,2018-11-04T15:09:35.4617812Z,0.01,3.1,0.0065,2.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T16:02:06.5972951Z,2018-11-04T16:02:37.8915460Z,0.01,1.0,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T17:14:11.9222832Z,2018-11-04T17:14:36.4870062Z,0.01,5.5,0.0065,2.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T18:00:12.7467438Z,2018-11-04T18:00:20.2924627Z,0.01,5.5,0.0065,2.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T19:02:32.1225284Z,2018-11-04T19:03:04.5173840Z,0.01,4.5,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T20:01:24.9932495Z,2018-11-04T20:01:57.9382834Z,0.0095,9.0,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T21:14:30.6094527Z,2018-11-04T21:15:01.6952249Z,0.009,5.0,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-04T22:44:59.4403839Z,2018-11-04T22:45:34.9672951Z,0.009,7.0,0.0065,1.3
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T00:06:04.5255129Z,2018-11-05T00:06:19.7365295Z,0.0095,7.0,0.0065,0.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T01:20:31.9927339Z,2018-11-05T01:20:56.8792862Z,0.0095,7.0,0.0075,0.2
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T02:00:27.3953575Z,2018-11-05T02:00:27.4509149Z,0.0095,7.0,0.0055,7.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T04:13:48.7140116Z,2018-11-05T04:14:13.5256673Z,0.0095,7.0,0.006,3.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T05:18:37.1939067Z,2018-11-05T05:19:10.9362371Z,0.0095,7.0,0.006,3.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T06:38:25.0445450Z,2018-11-05T06:39:00.2319131Z,0.0095,12.9,0.0065,6.4
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T08:00:15.9757128Z,2018-11-05T08:00:51.7572878Z,0.0095,13.4,0.0065,5.7
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T09:37:03.4361861Z,2018-11-05T09:37:27.6028483Z,0.009,13.4,0.0065,5.7
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T10:25:00.1242485Z,2018-11-05T10:25:13.6263647Z,0.009,7.0,0.006,8.4
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T11:00:35.4006354Z,2018-11-05T11:00:36.2324759Z,0.009,7.0,0.006,10.4
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T12:17:20.2139081Z,2018-11-05T12:17:54.2804017Z,0.009,7.0,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T13:18:05.4128210Z,2018-11-05T13:18:32.6536291Z,0.009,7.0,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T14:13:41.2205764Z,2018-11-05T14:14:09.0060729Z,0.009,7.0,0.0065,6.8
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T15:01:38.1018046Z,2018-11-05T15:01:38.1540412Z,0.0095,13.4,0.0065,6.8
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T16:02:50.4275378Z,2018-11-05T16:02:50.5134027Z,0.0095,7.0,0.007,5.7
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T17:08:50.5417024Z,2018-11-05T17:09:16.1757353Z,0.01,7.5,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T18:32:59.0235663Z,2018-11-05T18:33:09.6189616Z,0.01,7.5,0.006,7.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T19:00:11.4867150Z,2018-11-05T19:00:12.5022761Z,0.01,7.5,0.006,7.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T20:04:25.3567263Z,2018-11-05T20:04:26.4712701Z,0.01,7.5,0.0075,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T21:08:16.0621273Z,2018-11-05T21:08:17.2303257Z,0.01,12.8,0.0075,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-05T22:35:03.4598376Z,2018-11-05T22:35:04.4483229Z,0.01,12.8,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T00:00:11.4995891Z,2018-11-06T00:00:15.6475139Z,0.0095,11.6,0.0075,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T01:16:36.0539242Z,2018-11-06T01:16:36.8526264Z,0.0095,11.6,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T02:12:30.5594058Z,2018-11-06T02:12:31.3172154Z,0.0095,11.1,0.007,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T03:06:50.2521769Z,2018-11-06T03:06:50.3104333Z,0.0095,11.1,0.0085,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T04:14:32.7568502Z,2018-11-06T04:14:33.0445606Z,0.0095,11.1,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T05:03:32.9027827Z,2018-11-06T05:03:33.4694981Z,0.0095,11.6,0.0085,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T06:11:27.8721511Z,2018-11-06T06:11:28.0075529Z,0.0095,7.6,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T07:02:52.3236922Z,2018-11-06T07:02:52.4041434Z,0.009,7.1,0.0075,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T08:00:51.1603500Z,2018-11-06T08:00:51.9548136Z,0.0095,8.6,0.007,5.7
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T09:05:17.9009343Z,2018-11-06T09:05:17.9665259Z,0.009,7.1,0.007,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T10:01:57.8290338Z,2018-11-06T10:01:58.1289457Z,0.009,10.4,0.007,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T11:11:55.3972032Z,2018-11-06T11:12:18.6292730Z,0.0095,15.8,0.007,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T12:00:14.3469655Z,2018-11-06T12:00:14.4040227Z,0.0095,15.3,0.007,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T13:01:26.8350810Z,2018-11-06T13:01:26.9040261Z,0.009,9.4,0.0075,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T14:00:34.3492161Z,2018-11-06T14:00:38.8153636Z,0.009,9.4,0.0075,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T15:03:51.0483072Z,2018-11-06T15:03:51.1072863Z,0.009,14.4,0.0075,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T16:00:44.7937381Z,2018-11-06T16:00:50.0872892Z,0.009,19.8,0.006,11.7
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T17:01:51.9965333Z,2018-11-06T17:02:16.8848098Z,0.009,13.4,0.006,6.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T18:13:37.6812427Z,2018-11-06T18:13:37.9442892Z,0.009,8.4,0.0075,5.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T19:00:20.4924196Z,2018-11-06T19:00:22.0460737Z,0.0085,5.0,0.0075,5.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T20:10:56.4656510Z,2018-11-06T20:10:58.5263990Z,0.0085,5.0,0.006,6.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T21:14:15.7464384Z,2018-11-06T21:14:16.2871255Z,0.009,8.4,0.0075,10.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-06T22:10:20.7629793Z,2018-11-06T22:10:21.8498298Z,0.009,8.9,0.0075,10.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T00:16:18.1577624Z,2018-11-07T00:16:18.7524417Z,0.008,5.4,0.0075,10.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T01:00:23.9186356Z,2018-11-07T01:00:25.4740892Z,0.0075,9.4,0.006,6.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T02:02:11.0935856Z,2018-11-07T02:02:12.6442159Z,0.0075,5.4,0.006,6.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T03:19:03.2136675Z,2018-11-07T03:19:03.7517283Z,0.0075,5.4,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T04:00:06.8298025Z,2018-11-07T04:00:07.2507227Z,0.0075,5.4,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T05:00:33.2813276Z,2018-11-07T05:00:55.4251373Z,0.008,3.5,0.006,6.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T06:01:57.0449931Z,2018-11-07T06:02:22.0818975Z,0.008,3.5,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T07:07:02.7724202Z,2018-11-07T07:07:06.8918553Z,0.008,0.5,0.0065,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T08:22:21.3057798Z,2018-11-07T08:22:47.2754186Z,0.0075,0.5,0.0065,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T09:01:44.2957672Z,2018-11-07T09:02:09.9592949Z,0.0075,0.5,0.007,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T11:26:03.1912672Z,2018-11-07T11:26:28.4757937Z,0.008,0.3,0.007,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T12:23:43.7474312Z,2018-11-07T12:24:09.5829948Z,0.0075,5.4,0.007,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T13:44:14.1287037Z,2018-11-07T13:44:39.2612815Z,0.007,5.4,0.0065,9.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T14:01:52.7041992Z,2018-11-07T14:02:18.6285779Z,0.007,5.4,0.0065,6.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T15:00:06.7143954Z,2018-11-07T15:00:07.2987306Z,0.0075,4.4,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T16:05:24.5470456Z,2018-11-07T16:05:53.0995993Z,0.0075,4.4,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T17:15:48.5191115Z,2018-11-07T17:16:17.0574395Z,0.0075,4.4,0.0065,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T18:17:49.5989659Z,2018-11-07T18:18:18.9058652Z,0.0075,3.7,0.006,9.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T19:28:53.0291989Z,2018-11-07T19:28:58.6328615Z,0.0075,3.4,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T20:50:19.9911026Z,2018-11-07T20:50:48.2590527Z,0.0075,3.4,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T21:18:45.9629671Z,2018-11-07T21:19:15.8802580Z,0.008,3.7,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-07T22:03:46.4050844Z,2018-11-07T22:03:47.6433138Z,0.0075,3.4,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T00:10:58.6204501Z,2018-11-08T00:10:59.8741870Z,0.0075,3.5,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T01:01:05.7410069Z,2018-11-08T01:01:05.7946629Z,0.0075,3.4,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T02:41:19.2595821Z,2018-11-08T02:41:38.9729769Z,0.008,3.4,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T03:00:01.6321837Z,2018-11-08T03:00:02.5821233Z,0.0095,3.4,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T04:49:43.8156062Z,2018-11-08T04:49:44.0821877Z,0.009,2.0,0.0065,5.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T05:15:16.0167579Z,2018-11-08T05:15:17.9535485Z,0.009,2.0,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T06:06:03.3434007Z,2018-11-08T06:06:06.5852445Z,0.01,7.0,0.006,1.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T07:07:18.1090909Z,2018-11-08T07:07:18.1696542Z,0.0095,10.0,0.0065,8.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T08:00:24.4265712Z,2018-11-08T08:00:48.5189421Z,0.009,5.9,0.0065,5.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T09:00:33.9958915Z,2018-11-08T09:01:01.5464993Z,0.009,5.9,0.0065,5.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T10:19:01.2090794Z,2018-11-08T10:19:27.1307017Z,0.009,5.9,0.0065,5.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T11:59:06.3805090Z,2018-11-08T11:59:07.0937139Z,0.009,10.9,0.006,7.4
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T12:01:01.8572461Z,2018-11-08T12:01:03.2202941Z,0.009,10.9,0.0065,5.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T13:20:05.7839209Z,2018-11-08T13:20:31.1743326Z,0.009,5.0,0.0065,5.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T14:01:46.8213142Z,2018-11-08T14:01:47.0775251Z,0.009,11.3,0.006,7.4
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T15:29:04.8431553Z,2018-11-08T15:29:05.1049254Z,0.009,11.3,0.006,7.4
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T16:00:08.0224355Z,2018-11-08T16:00:09.8982997Z,0.009,11.3,0.006,10.4
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T17:18:32.6084460Z,2018-11-08T17:19:04.2812862Z,0.0105,2.0,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T19:26:08.3933143Z,2018-11-08T19:26:08.4508967Z,0.0105,2.0,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T20:04:05.6797898Z,2018-11-08T20:04:11.3026825Z,0.0105,5.0,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T21:05:39.9133330Z,2018-11-08T21:05:43.3157859Z,0.0085,2.3,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-08T22:02:12.2620501Z,2018-11-08T22:02:41.2766605Z,0.009,9.4,0.006,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T00:01:34.1384601Z,2018-11-09T00:01:37.3122744Z,0.0095,4.0,0.0065,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T01:16:30.4717374Z,2018-11-09T01:17:01.1147939Z,0.01,5.0,0.0065,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T02:54:08.6523532Z,2018-11-09T02:54:40.0720379Z,0.0095,4.0,0.0065,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T03:02:48.7647703Z,2018-11-09T03:02:49.9003451Z,0.0095,5.0,0.0065,4.0
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T04:41:52.0604837Z,2018-11-09T04:42:24.3859668Z,0.0095,5.1,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T06:50:27.4433076Z,2018-11-09T06:50:57.3350795Z,0.0095,8.1,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T07:02:55.8328432Z,2018-11-09T07:02:55.9823289Z,0.0095,5.1,0.0065,1.1
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T08:00:11.2333770Z,2018-11-09T08:00:48.2581173Z,0.009,9.0,0.006,12.5
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T09:02:13.3808306Z,2018-11-09T09:02:13.4352753Z,0.0085,9.0,0.006,8.6
DERIBIT_OPT_BTC_USD_181228_5000_P,2018-11-09T10:32:25.5621557Z,2018-11-09T10:32:58.8490447Z,0.009,9.1,0.0065,6.5
